Year;STATE;Turnout;
1982;Wisconsin;46.9;VEP
1982;Wyoming;49;VEP
1980;United States;54.2;VEP
1980;Alabama;49.2;VEP
1980;Alaska;58.7;VEP
1980;Arizona;46.2;VEP
1980;Arkansas;52;VEP
1980;California;55;VEP
1980;Colorado;57.2;VEP
1980;Connecticut;63.9;VEP
1980;Delaware;56;VEP
1980;District of Columbia;37.2;VEP
1980;Florida;52;VEP
1980;Georgia;42.1;VEP
1980;Hawaii;46.9;VEP
1980;Idaho;69;VEP
1980;Illinois;60.4;VEP
1980;Indiana;58.3;VEP
1980;Iowa;63.6;VEP
1980;Kansas;57.5;VEP
1980;Kentucky;50.5;VEP
1980;Louisiana;54;VEP
1980;Maine;65.4;VEP
1980;Maryland;52;VEP
1980;Massachusetts;61.4;VEP
1980;Michigan;61.3;VEP
1980;Minnesota;71.2;VEP
1980;Mississippi;52.4;VEP
1980;Missouri;59.5;VEP
1980;Montana;65.6;VEP
1980;Nebraska;57.5;VEP
1980;Nevada;43.3;VEP
1980;New Hampshire;58.1;VEP
1980;New Jersey;58.1;VEP
1980;New Mexico;52.3;VEP
1980;New York;51.7;VEP
1980;North Carolina;44.1;VEP
1980;North Dakota;65.2;VEP
1980;Ohio;56.1;VEP
1980;Oklahoma;53.2;VEP
1980;Oregon;62.8;VEP
1980;Pennsylvania;52.6;VEP
1980;Rhode Island;61.6;VEP
1980;South Carolina;41.1;VEP
1980;South Dakota;67.7;VEP
1980;Tennessee;49.2;VEP
1980;Texas;47.4;VEP
1980;Utah;66;VEP
1980;Vermont;58.7;VEP
1980;Virginia;48.7;VEP
1980;Washington;59.6;VEP
1980;West Virginia;53.2;VEP
1980;Wisconsin;68.4;VEP
1980;Wyoming;54.1;VEP
2016;United States;59.3;VEP
2016;Alabama;59;VEP
2016;Alaska;61.3;VEP
2016;Arizona;55.4;VEP
2016;Arkansas;52.8;VEP
2016;California;56.7;VEP
2016;Colorado;70.1;VEP
2016;Connecticut;64.2;VEP
2016;Delaware;64.4;VEP
2016;District of Columbia;60.9;VEP
2016;Florida;64.6;VEP
2016;Georgia;59.2;VEP
2016;Hawaii;42.2;VEP
2016;Idaho;59.1;VEP
2016;Illinois;61.9;VEP
2016;Indiana;56.4;VEP
2016;Iowa;68.4;VEP
2016;Kansas;57.7;VEP
2016;Kentucky;58.7;VEP
2016;Louisiana;60;VEP
2016;Maine;70.5;VEP
2016;Maryland;66.6;VEP
2016;Massachusetts;67.2;VEP
2016;Michigan;64.7;VEP
2016;Minnesota;74.2;VEP
2016;Mississippi;55.6;VEP
2016;Missouri;62.3;VEP
2016;Montana;61.5;VEP
2016;Nebraska;62.5;VEP
2016;Nevada;57.3;VEP
2016;New Hampshire;71.4;VEP
2016;New Jersey;64.1;VEP
2016;New Mexico;54.8;VEP
2016;New York;56.8;VEP
2016;North Carolina;64.8;VEP
2016;North Dakota;60.9;VEP
2016;Ohio;62.9;VEP
2016;Oklahoma;52.4;VEP
2016;Oregon;66.4;VEP
2016;Pennsylvania;63;VEP
2016;Rhode Island;59;VEP
2016;South Carolina;56.7;VEP
2016;South Dakota;58.5;VEP
2016;Tennessee;51.2;VEP
2016;Texas;51.6;VEP
2016;Utah;56.7;VEP
2016;Vermont;63.7;VEP
2016;Virginia;66.1;VEP
2016;Washington;64.8;VEP
2016;West Virginia;50;VEP
2016;Wisconsin;69.4;VEP
2016;Wyoming;59.7;VEP
2014;United States;33.2;VAP
2014;Alabama;31.5;VAP
2014;Alaska;51;VAP
2014;Arizona;29.5;VAP
2014;Arkansas;37.5;VAP
2014;California;24.7;VAP
2014;Colorado;49.4;VAP
2014;Connecticut;38.5;VAP
2014;Delaware;31.8;VAP
2014;District of Columbia;32;VAP
2014;Florida;37.6;VAP
2014;Georgia;33.8;VAP
2014;Hawaii;32.9;VAP
2014;Idaho;36.5;VAP
2014;Illinois;36.6;VAP
2014;Indiana;26.7;VAP
2014;Iowa;47.3;VAP
2014;Kansas;39.8;VAP
2014;Kentucky;42.2;VAP
2014;Louisiana;41.5;VAP
2014;Maine;57;VAP
2014;Maryland;37.3;VAP
2014;Massachusetts;40.2;VAP
2014;Michigan;41;VAP
2014;Minnesota;47.2;VAP
2014;Mississippi;27.9;VAP
2014;Missouri;30.5;VAP
2014;Montana;46.1;VAP
2014;Nebraska;38;VAP
2014;Nevada;25.2;VAP
2014;New Hampshire;46;VAP
2014;New Jersey;27;VAP
2014;New Mexico;32.3;VAP
2014;New York;24.6;VAP
2014;North Carolina;37.9;VAP
2014;North Dakota;42.7;VAP
2014;Ohio;34.1;VAP
2014;Oklahoma;28.1;VAP
2014;Oregon;47.2;VAP
2014;Pennsylvania;34.6;VAP
2014;Rhode Island;38.5;VAP
2014;South Carolina;33.1;VAP
2014;South Dakota;43.1;VAP
2014;Tennessee;27.2;VAP
2014;Texas;23.8;VAP
2014;Utah;27.5;VAP
2014;Vermont;38.1;VAP
2014;Virginia;33.7;VAP
2014;Washington;37.1;VAP
2014;West Virginia;30.7;VAP
2014;Wisconsin;53.9;VAP
2014;Wyoming;37.3;VAP
2012;United States;53.6;VAP
2012;Alabama;56;VAP
2012;Alaska;55.3;VAP
2012;Arizona;46.5;VAP
2012;Arkansas;47.7;VAP
2012;California;45.1;VAP
2012;Colorado;64.5;VAP
2012;Connecticut;55.6;VAP
2012;Delaware;57.8;VAP
2012;District of Columbia;55.5;VAP
2012;Florida;55.1;VAP
2012;Georgia;52.3;VAP
2012;Hawaii;39.9;VAP
2012;Idaho;55.6;VAP
2012;Illinois;53.3;VAP
2012;Indiana;52.9;VAP
2012;Iowa;67.1;VAP
2012;Kansas;53.5;VAP
2012;Kentucky;53.4;VAP
2012;Louisiana;57;VAP
2012;Maine;67;VAP
2012;Maryland;59.5;VAP
2012;Massachusetts;60.2;VAP
2012;Michigan;62;VAP
2012;Minnesota;71.4;VAP
2012;Mississippi;57.2;VAP
2012;Missouri;59.6;VAP
2012;Montana;61.6;VAP
2012;Nebraska;56.9;VAP
2012;Nevada;48.2;VAP
2012;New Hampshire;67.8;VAP
2012;New Jersey;53.2;VAP
2012;New Mexico;49.8;VAP
2012;New York;46.1;VAP
2012;North Carolina;60.1;VAP
2012;North Dakota;58.7;VAP
2012;Ohio;62.7;VAP
2012;Oklahoma;46.3;VAP
2012;Oregon;58.7;VAP
2012;Pennsylvania;57.2;VAP
2012;Rhode Island;53.4;VAP
2012;South Carolina;53.6;VAP
2012;South Dakota;57.6;VAP
2012;Tennessee;49.4;VAP
2012;Texas;41.7;VAP
2012;Utah;51.4;VAP
2012;Vermont;59.6;VAP
2012;Virginia;60.7;VAP
2012;Washington;58.6;VAP
2012;West Virginia;45.5;VAP
2012;Wisconsin;69.5;VAP
2012;Wyoming;56.4;VAP
2010;United States;37.8;VAP
2010;Alabama;40.8;VAP
2010;Alaska;48.5;VAP
2010;Arizona;35.9;VAP
2010;Arkansas;35.3;VAP
2010;California;35.8;VAP
2010;Colorado;46.5;VAP
2010;Connecticut;41.7;VAP
2010;Delaware;44.1;VAP
2010;District of Columbia;26.2;VAP
2010;Florida;36.3;VAP
2010;Georgia;35.5;VAP
2010;Hawaii;36;VAP
2010;Idaho;39.4;VAP
2010;Illinois;38.3;VAP
2010;Indiana;35.6;VAP
2010;Iowa;47.9;VAP
2010;Kansas;39.2;VAP
2010;Kentucky;40.7;VAP
2010;Louisiana;36.8;VAP
2010;Maine;54.3;VAP
2010;Maryland;41.8;VAP
2010;Massachusetts;44.6;VAP
2010;Michigan;42.7;VAP
2010;Minnesota;52.1;VAP
2010;Mississippi;35.5;VAP
2010;Missouri;42.4;VAP
2010;Montana;46.8;VAP
2010;Nebraska;35.5;VAP
2010;Nevada;35.3;VAP
2010;New Hampshire;44.2;VAP
2010;New Jersey;31.4;VAP
2010;New Mexico;38.8;VAP
2010;New York;30.8;VAP
2010;North Carolina;36.4;VAP
2010;North Dakota;45.3;VAP
2010;Ohio;43.6;VAP
2010;Oklahoma;36.4;VAP
2010;Oregon;48.7;VAP
2010;Pennsylvania;40.1;VAP
2010;Rhode Island;41.2;VAP
2010;South Carolina;37.6;VAP
2010;South Dakota;51.5;VAP
2010;Tennessee;32.8;VAP
2010;Texas;26.9;VAP
2010;Utah;33.6;VAP
2010;Vermont;48.5;VAP
2010;Virginia;35.4;VAP
2010;Washington;48.4;VAP
2010;West Virginia;36.1;VAP
2010;Wisconsin;49.7;VAP
2010;Wyoming;43.8;VAP
2008;United States;56.9;VAP
2008;Alabama;58.4;VAP
2008;Alaska;64.3;VAP
2008;Arizona;49.1;VAP
2008;Arkansas;50;VAP
2008;California;49.5;VAP
2008;Colorado;64.7;VAP
2008;Connecticut;60.4;VAP
2008;Delaware;60.6;VAP
2008;District of Columbia;55.2;VAP
2008;Florida;57.6;VAP
2008;Georgia;55.6;VAP
2008;Hawaii;43.8;VAP
2008;Idaho;58.6;VAP
2008;Illinois;57.4;VAP
2008;Indiana;57;VAP
2008;Iowa;66.9;VAP
2008;Kansas;58.8;VAP
2008;Kentucky;55.7;VAP
2008;Louisiana;58.7;VAP
2008;Maine;69.6;VAP
2008;Maryland;60.6;VAP
2008;Massachusetts;60.9;VAP
2008;Michigan;66.4;VAP
2008;Minnesota;73.2;VAP
2008;Mississippi;58.9;VAP
2008;Missouri;64.9;VAP
2008;Montana;65.1;VAP
2008;Nebraska;59.4;VAP
2008;Nevada;48.4;VAP
2008;New Hampshire;69.6;VAP
2008;New Jersey;58.2;VAP
2008;New Mexico;55.1;VAP
2008;New York;51.4;VAP
2008;North Carolina;60.7;VAP
2008;North Dakota;61.7;VAP
2008;Ohio;65.1;VAP
2008;Oklahoma;52.8;VAP
2008;Oregon;62.7;VAP
2008;Pennsylvania;61.3;VAP
2008;Rhode Island;57.1;VAP
2008;South Carolina;55.3;VAP
2008;South Dakota;63.4;VAP
2008;Tennessee;54.5;VAP
2008;Texas;45.5;VAP
2008;Utah;51.8;VAP
2008;Vermont;66;VAP
2008;Virginia;61.8;VAP
2008;Washington;60.3;VAP
2008;West Virginia;49.1;VAP
2008;Wisconsin;69.3;VAP
2008;Wyoming;60.9;VAP
2006;United States;37.2;VAP
2006;Alabama;35.9;VAP
2006;Alaska;47.8;VAP
2006;Arizona;33.3;VAP
2006;Arkansas;36.4;VAP
2006;California;32.2;VAP
2006;Colorado;43.1;VAP
2006;Connecticut;42.5;VAP
2006;Delaware;39;VAP
2006;District of Columbia;25.5;VAP
2006;Florida;34.3;VAP
2006;Georgia;30.7;VAP
2006;Hawaii;34.6;VAP
2006;Idaho;42;VAP
2006;Illinois;36.3;VAP
2006;Indiana;35.2;VAP
2006;Iowa;46.3;VAP
2006;Kansas;41.1;VAP
2006;Kentucky;39;VAP
2006;Louisiana;28.3;VAP
2006;Maine;53.3;VAP
2006;Maryland;42.2;VAP
2006;Massachusetts;44.4;VAP
2006;Michigan;49.9;VAP
2006;Minnesota;56.4;VAP
2006;Mississippi;28.5;VAP
2006;Missouri;48.1;VAP
2006;Montana;55.6;VAP
2006;Nebraska;45.1;VAP
2006;Nevada;31.1;VAP
2006;New Hampshire;39.9;VAP
2006;New Jersey;34.1;VAP
2006;New Mexico;38.6;VAP
2006;New York;30.3;VAP
2006;North Carolina;28.7;VAP
2006;North Dakota;44.1;VAP
2006;Ohio;46.3;VAP
2006;Oklahoma;34.3;VAP
2006;Oregon;48.4;VAP
2006;Pennsylvania;42.6;VAP
2006;Rhode Island;46.7;VAP
2006;South Carolina;33.1;VAP
2006;South Dakota;56.4;VAP
2006;Tennessee;39.5;VAP
2006;Texas;25.8;VAP
2006;Utah;31.8;VAP
2006;Vermont;53.8;VAP
2006;Virginia;40.6;VAP
2006;Washington;42.7;VAP
2006;West Virginia;32.3;VAP
2006;Wisconsin;50.8;VAP
2006;Wyoming;49.4;VAP
2004;United States;55.4;VAP
2004;Alabama;55.2;VAP
2004;Alaska;65.2;VAP
2004;Arizona;47;VAP
2004;Arkansas;51;VAP
2004;California;47.1;VAP
2004;Colorado;61.2;VAP
2004;Connecticut;59.7;VAP
2004;Delaware;59.4;VAP
2004;District of Columbia;48.9;VAP
2004;Florida;56.1;VAP
2004;Georgia;50;VAP
2004;Hawaii;44.1;VAP
2004;Idaho;58.7;VAP
2004;Illinois;55.7;VAP
2004;Indiana;53;VAP
2004;Iowa;67.4;VAP
2004;Kansas;58.3;VAP
2004;Kentucky;56.9;VAP
2004;Louisiana;58.5;VAP
2004;Maine;72.6;VAP
2004;Maryland;57.2;VAP
2004;Massachusetts;58.7;VAP
2004;Michigan;63.9;VAP
2004;Minnesota;73.9;VAP
2004;Mississippi;54.2;VAP
2004;Missouri;62.9;VAP
2004;Montana;63.4;VAP
2004;Nebraska;59.8;VAP
2004;Nevada;47.3;VAP
2004;New Hampshire;68.4;VAP
2004;New Jersey;55.2;VAP
2004;New Mexico;53.9;VAP
2004;New York;50.2;VAP
2004;North Carolina;53.9;VAP
2004;North Dakota;63.8;VAP
2004;Ohio;65.1;VAP
2004;Oklahoma;55.3;VAP
2004;Oregon;66.8;VAP
2004;Pennsylvania;60.6;VAP
2004;Rhode Island;52.9;VAP
2004;South Carolina;50.7;VAP
2004;South Dakota;66.9;VAP
2004;Tennessee;54.1;VAP
2004;Texas;45.4;VAP
2004;Utah;54.7;VAP
2004;Vermont;65;VAP
2004;Virginia;56.2;VAP
2004;Washington;60.8;VAP
2004;West Virginia;53.4;VAP
2004;Wisconsin;71.6;VAP
2004;Wyoming;63.7;VAP
2002;United States;36.3;VAP
2002;Alabama;40.4;VAP
2002;Alaska;51;VAP
2002;Arizona;30.7;VAP
2002;Arkansas;39.7;VAP
2002;California;29;VAP
2002;Colorado;42;VAP
2002;Connecticut;38.9;VAP
2002;Delaware;37.9;VAP
2002;District of Columbia;27.1;VAP
2002;Florida;39.5;VAP
2002;Georgia;32.2;VAP
2002;Hawaii;40.2;VAP
2002;Idaho;42;VAP
2002;Illinois;37.7;VAP
2002;Indiana;33.3;VAP
2002;Iowa;45.7;VAP
2002;Kansas;41.4;VAP
2002;Kentucky;36.4;VAP
2002;Louisiana;37.8;VAP
2002;Maine;50.1;VAP
2002;Maryland;41.6;VAP
2002;Massachusetts;44.4;VAP
2002;Michigan;42.3;VAP
2002;Minnesota;59.7;VAP
2002;Mississippi;29.2;VAP
2002;Missouri;43.9;VAP
2002;Montana;47.7;VAP
2002;Nebraska;37.3;VAP
2002;Nevada;31.1;VAP
2002;New Hampshire;46;VAP
2002;New Jersey;32.6;VAP
2002;New Mexico;35.7;VAP
2002;New York;31.4;VAP
2002;North Carolina;37.2;VAP
2002;North Dakota;47.6;VAP
2002;Ohio;37.6;VAP
2002;Oklahoma;39.6;VAP
2002;Oregon;47.2;VAP
2002;Pennsylvania;37.3;VAP
2002;Rhode Island;40.1;VAP
2002;South Carolina;35.6;VAP
2002;South Dakota;59.7;VAP
2002;Tennessee;37.3;VAP
2002;Texas;28.8;VAP
2002;Utah;35;VAP
2002;Vermont;48.1;VAP
2002;Virginia;26.9;VAP
2002;Washington;37.9;VAP
2002;West Virginia;30.8;VAP
2002;Wisconsin;43.2;VAP
2002;Wyoming;49.2;VAP
2000;United States;50;VAP
2000;Alabama;50.1;VAP
2000;Alaska;65;VAP
2000;Arizona;40.2;VAP
2000;Arkansas;46;VAP
2000;California;44.1;VAP
2000;Colorado;53.7;VAP
2000;Connecticut;56.6;VAP
2000;Delaware;54.9;VAP
2000;District of Columbia;43.9;VAP
2000;Florida;47.9;VAP
2000;Georgia;42.4;VAP
2000;Hawaii;39.9;VAP
2000;Idaho;53.5;VAP
2000;Illinois;51.4;VAP
2000;Indiana;48.3;VAP
2000;Iowa;59.6;VAP
2000;Kansas;54;VAP
2000;Kentucky;50.4;VAP
2000;Louisiana;54.2;VAP
2000;Maine;66.4;VAP
2000;Maryland;51;VAP
2000;Massachusetts;55.4;VAP
2000;Michigan;57.3;VAP
2000;Minnesota;66.4;VAP
2000;Mississippi;47.8;VAP
2000;Missouri;56.2;VAP
2000;Montana;60.6;VAP
2000;Nebraska;55;VAP
2000;Nevada;40.2;VAP
2000;New Hampshire;60.7;VAP
2000;New Jersey;50.1;VAP
2000;New Mexico;45.4;VAP
2000;New York;47.5;VAP
2000;North Carolina;47.5;VAP
2000;North Dakota;59.7;VAP
2000;Ohio;55.4;VAP
2000;Oklahoma;48;VAP
2000;Oregon;59.1;VAP
2000;Pennsylvania;52.3;VAP
2000;Rhode Island;50.7;VAP
2000;South Carolina;45.7;VAP
2000;South Dakota;56.9;VAP
2000;Tennessee;48.1;VAP
2000;Texas;42.4;VAP
2000;Utah;50.3;VAP
2000;Vermont;63.1;VAP
2000;Virginia;50.9;VAP
2000;Washington;56.2;VAP
2000;West Virginia;46.1;VAP
2000;Wisconsin;64.5;VAP
2000;Wyoming;58.2;VAP
1998;United States;35.3;VAP
1998;Alabama;40;VAP
1998;Alaska;52;VAP
1998;Arizona;28;VAP
1998;Arkansas;36.2;VAP
1998;California;35;VAP
1998;Colorado;43;VAP
1998;Connecticut;39.3;VAP
1998;Delaware;31.3;VAP
1998;District of Columbia;29.9;VAP
1998;Florida;33;VAP
1998;Georgia;30.8;VAP
1998;Hawaii;44.8;VAP
1998;Idaho;42.5;VAP
1998;Illinois;37.4;VAP
1998;Indiana;35.6;VAP
1998;Iowa;43.9;VAP
1998;Kansas;37.2;VAP
1998;Kentucky;38.2;VAP
1998;Louisiana;30.1;VAP
1998;Maine;50.8;VAP
1998;Maryland;39.6;VAP
1998;Massachusetts;39.7;VAP
1998;Michigan;41.7;VAP
1998;Minnesota;58.8;VAP
1998;Mississippi;27;VAP
1998;Missouri;38.4;VAP
1998;Montana;50;VAP
1998;Nebraska;43.7;VAP
1998;Nevada;31.1;VAP
1998;New Hampshire;35.3;VAP
1998;New Jersey;29;VAP
1998;New Mexico;38.8;VAP
1998;New York;33.5;VAP
1998;North Carolina;33.8;VAP
1998;North Dakota;44.3;VAP
1998;Ohio;40.4;VAP
1998;Oklahoma;34.7;VAP
1998;Oregon;44.2;VAP
1998;Pennsylvania;32.5;VAP
1998;Rhode Island;38.8;VAP
1998;South Carolina;36.7;VAP
1998;South Dakota;48.3;VAP
1998;Tennessee;23.1;VAP
1998;Texas;25.8;VAP
1998;Utah;33.7;VAP
1998;Vermont;48.1;VAP
1998;Virginia;22;VAP
1998;Washington;44.3;VAP
1998;West Virginia;25;VAP
1998;Wisconsin;44.6;VAP
1998;Wyoming;48.7;VAP
1996;United States;48.1;VAP
1996;Alabama;47.5;VAP
1996;Alaska;57;VAP
1996;Arizona;41.1;VAP
1996;Arkansas;46.5;VAP
1996;California;43.4;VAP
1996;Colorado;51.4;VAP
1996;Connecticut;55.1;VAP
1996;Delaware;48.4;VAP
1996;District of Columbia;41.3;VAP
1996;Florida;46.1;VAP
1996;Georgia;41.4;VAP
1996;Hawaii;40.2;VAP
1996;Idaho;57.2;VAP
1996;Illinois;48.3;VAP
1996;Indiana;48.6;VAP
1996;Iowa;57.3;VAP
1996;Kansas;55.3;VAP
1996;Kentucky;47.3;VAP
1996;Louisiana;56.4;VAP
1996;Maine;64.2;VAP
1996;Maryland;46.7;VAP
1996;Massachusetts;54.2;VAP
1996;Michigan;53.4;VAP
1996;Minnesota;63.1;VAP
1996;Mississippi;45;VAP
1996;Missouri;53.5;VAP
1996;Montana;62.3;VAP
1996;Nebraska;55.1;VAP
1996;Nevada;36.5;VAP
1996;New Hampshire;56.8;VAP
1996;New Jersey;50;VAP
1996;New Mexico;44.5;VAP
1996;New York;45.3;VAP
1996;North Carolina;44;VAP
1996;North Dakota;55.3;VAP
1996;Ohio;54.2;VAP
1996;Oklahoma;49;VAP
1996;Oregon;56.3;VAP
1996;Pennsylvania;48.5;VAP
1996;Rhode Island;49.9;VAP
1996;South Carolina;40.8;VAP
1996;South Dakota;60.3;VAP
1996;Tennessee;46.3;VAP
1996;Texas;40.4;VAP
1996;Utah;47.7;VAP
1996;Vermont;58.2;VAP
1996;Virginia;47.3;VAP
1996;Washington;54.3;VAP
1996;West Virginia;45.5;VAP
1996;Wisconsin;56.5;VAP
1996;Wyoming;59.9;VAP
1994;United States;38.5;VAP
1994;Alabama;37.9;VAP
1994;Alaska;51.2;VAP
1994;Arizona;35.6;VAP
1994;Arkansas;38.8;VAP
1994;California;38.1;VAP
1994;Colorado;40.1;VAP
1994;Connecticut;45.6;VAP
1994;Delaware;36.8;VAP
1994;District of Columbia;39.6;VAP
1994;Florida;38.2;VAP
1994;Georgia;29.2;VAP
1994;Hawaii;41.8;VAP
1994;Idaho;51;VAP
1994;Illinois;35.2;VAP
1994;Indiana;35.8;VAP
1994;Iowa;46.9;VAP
1994;Kansas;43.4;VAP
1994;Kentucky;27.2;VAP
1994;Louisiana;26.6;VAP
1994;Maine;54.9;VAP
1994;Maryland;37.6;VAP
1994;Massachusetts;46.7;VAP
1994;Michigan;43.6;VAP
1994;Minnesota;52.4;VAP
1994;Mississippi;31.4;VAP
1994;Missouri;44.8;VAP
1994;Montana;55.7;VAP
1994;Nebraska;48.2;VAP
1994;Nevada;33.3;VAP
1994;New Hampshire;36.6;VAP
1994;New Jersey;33.9;VAP
1994;New Mexico;39.1;VAP
1994;New York;37.5;VAP
1994;North Carolina;29;VAP
1994;North Dakota;49.9;VAP
1994;Ohio;41.4;VAP
1994;Oklahoma;41.3;VAP
1994;Oregon;52.1;VAP
1994;Pennsylvania;38.8;VAP
1994;Rhode Island;46.5;VAP
1994;South Carolina;34;VAP
1994;South Dakota;59.4;VAP
1994;Tennessee;37.7;VAP
1994;Texas;33;VAP
1994;Utah;39.8;VAP
1994;Vermont;48.7;VAP
1994;Virginia;41.3;VAP
1994;Washington;42.6;VAP
1994;West Virginia;30.2;VAP
1994;Wisconsin;41.2;VAP
1994;Wyoming;58.6;VAP
1992;United States;54.7;VAP
1992;Alabama;54.5;VAP
1992;Alaska;63.6;VAP
1992;Arizona;51.3;VAP
1992;Arkansas;53.1;VAP
1992;California;49.3;VAP
1992;Colorado;60.3;VAP
1992;Connecticut;64.1;VAP
1992;Delaware;55.3;VAP
1992;District of Columbia;47.7;VAP
1992;Florida;50.2;VAP
1992;Georgia;45.9;VAP
1992;Hawaii;43;VAP
1992;Idaho;63.8;VAP
1992;Illinois;58.1;VAP
1992;Indiana;54.5;VAP
1992;Iowa;64.5;VAP
1992;Kansas;62.3;VAP
1992;Kentucky;53;VAP
1992;Louisiana;58.4;VAP
1992;Maine;73.1;VAP
1992;Maryland;53.7;VAP
1992;Massachusetts;59.8;VAP
1992;Michigan;61.1;VAP
1992;Minnesota;71.2;VAP
1992;Mississippi;52.2;VAP
1992;Missouri;61.6;VAP
1992;Montana;68.5;VAP
1992;Nebraska;62.6;VAP
1992;Nevada;49.3;VAP
1992;New Hampshire;64.5;VAP
1992;New Jersey;55.7;VAP
1992;New Mexico;50.4;VAP
1992;New York;50.2;VAP
1992;North Carolina;49.7;VAP
1992;North Dakota;66;VAP
1992;Ohio;60.2;VAP
1992;Oklahoma;58.8;VAP
1992;Oregon;65.3;VAP
1992;Pennsylvania;53.9;VAP
1992;Rhode Island;58.2;VAP
1992;South Carolina;44.8;VAP
1992;South Dakota;66.1;VAP
1992;Tennessee;52;VAP
1992;Texas;48.3;VAP
1992;Utah;61.8;VAP
1992;Vermont;67.9;VAP
1992;Virginia;52.7;VAP
1992;Washington;59.8;VAP
1992;West Virginia;49.6;VAP
1992;Wisconsin;68.2;VAP
1992;Wyoming;60.6;VAP
1990;United States;36.5;VAP
1990;Alabama;40.4;VAP
1990;Alaska;51.3;VAP
1990;Arizona;39;VAP
1990;Arkansas;39.9;VAP
1990;California;34.9;VAP
1990;Colorado;41.8;VAP
1990;Connecticut;45;VAP
1990;Delaware;35.5;VAP
1990;District of Columbia;34.5;VAP
1990;Florida;34.8;VAP
1990;Georgia;30.2;VAP
1990;Hawaii;41.7;VAP
1990;Idaho;45.3;VAP
1990;Illinois;38.2;VAP
1990;Indiana;36.3;VAP
1990;Iowa;47.6;VAP
1990;Kansas;43.2;VAP
1990;Kentucky;33.2;VAP
1990;Louisiana;46.2;VAP
1990;Maine;56.5;VAP
1990;Maryland;30.6;VAP
1990;Massachusetts;50.3;VAP
1990;Michigan;37.3;VAP
1990;Minnesota;56;VAP
1990;Mississippi;19.9;VAP
1990;Missouri;35.4;VAP
1990;Montana;55.1;VAP
1990;Nebraska;51.4;VAP
1990;Nevada;34.6;VAP
1990;New Hampshire;35.4;VAP
1990;New Jersey;32.6;VAP
1990;New Mexico;38.2;VAP
1990;New York;29.5;VAP
1990;North Carolina;40.8;VAP
1990;North Dakota;50.2;VAP
1990;Ohio;42.9;VAP
1990;Oklahoma;39.4;VAP
1990;Oregon;52.1;VAP
1990;Pennsylvania;33.5;VAP
1990;Rhode Island;46.6;VAP
1990;South Carolina;29.3;VAP
1990;South Dakota;51.9;VAP
1990;Tennessee;21.4;VAP
1990;Texas;31.8;VAP
1990;Utah;39.6;VAP
1990;Vermont;50.1;VAP
1990;Virginia;24.5;VAP
1990;Washington;36.1;VAP
1990;West Virginia;29.8;VAP
1990;Wisconsin;38.1;VAP
1990;Wyoming;50.2;VAP
1988;United States;50.3;VAP
1988;Alabama;46.7;VAP
1988;Alaska;54.2;VAP
1988;Arizona;44.9;VAP
1988;Arkansas;48.2;VAP
1988;California;46.5;VAP
1988;Colorado;57.3;VAP
1988;Connecticut;57.2;VAP
1988;Delaware;51;VAP
1988;District of Columbia;38.4;VAP
1988;Florida;44.6;VAP
1988;Georgia;39.1;VAP
1988;Hawaii;44.1;VAP
1988;Idaho;59.9;VAP
1988;Illinois;54.2;VAP
1988;Indiana;53.6;VAP
1988;Iowa;59.7;VAP
1988;Kansas;54.9;VAP
1988;Kentucky;48.8;VAP
1988;Louisiana;54.2;VAP
1988;Maine;61.5;VAP
1988;Maryland;48.5;VAP
1988;Massachusetts;56.7;VAP
1988;Michigan;54.2;VAP
1988;Minnesota;66.2;VAP
1988;Mississippi;51.3;VAP
1988;Missouri;55.5;VAP
1988;Montana;63.7;VAP
1988;Nebraska;57.8;VAP
1988;Nevada;42.5;VAP
1988;New Hampshire;55.2;VAP
1988;New Jersey;52.5;VAP
1988;New Mexico;49.8;VAP
1988;New York;47.5;VAP
1988;North Carolina;43.5;VAP
1988;North Dakota;63.2;VAP
1988;Ohio;55;VAP
1988;Oklahoma;50.9;VAP
1988;Oregon;58.5;VAP
1988;Pennsylvania;50.2;VAP
1988;Rhode Island;52.5;VAP
1988;South Carolina;39.4;VAP
1988;South Dakota;62.9;VAP
1988;Tennessee;45.3;VAP
1988;Texas;45.7;VAP
1988;Utah;60.5;VAP
1988;Vermont;59.2;VAP
1988;Virginia;47.9;VAP
1988;Washington;53.8;VAP
1988;West Virginia;48.1;VAP
1988;Wisconsin;61.6;VAP
1988;Wyoming;55.1;VAP
1986;United States;36.5;VAP
1986;Alabama;42.5;VAP
1986;Alaska;49.6;VAP
1986;Arizona;35.3;VAP
1986;Arkansas;40.8;VAP
1986;California;36.8;VAP
1986;Colorado;44.7;VAP
1986;Connecticut;40.1;VAP
1986;Delaware;34.1;VAP
1986;District of Columbia;25.9;VAP
1986;Florida;37.5;VAP
1986;Georgia;27.5;VAP
1986;Hawaii;43.1;VAP
1986;Idaho;57.2;VAP
1986;Illinois;37.7;VAP
1986;Indiana;39;VAP
1986;Iowa;44.4;VAP
1986;Kansas;47;VAP
1986;Kentucky;25.2;VAP
1986;Louisiana;44.6;VAP
1986;Maine;49;VAP
1986;Maryland;32.7;VAP
1986;Massachusetts;36.9;VAP
1986;Michigan;35.9;VAP
1986;Minnesota;45.8;VAP
1986;Mississippi;29;VAP
1986;Missouri;39.7;VAP
1986;Montana;55;VAP
1986;Nebraska;49.5;VAP
1986;Nevada;35.1;VAP
1986;New Hampshire;32.4;VAP
